timestamp,date,time,hour,symbol,action,confidence,trend,entry_price,sl_price,tp_price,risk_reward,reasoning,entry_quality,market_price,atr_14,rsi_14,ema_trend,triggered,executed,skip_reason
2026-02-11T12:42:41.836036,2026-02-11,12:42:41,12,XAUUSD,BUY,100.0,unknown,5081.06,5077.06,5096.06,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5082.82,0,0,unknown,True,False,
2026-02-11T12:59:28.428100,2026-02-11,12:59:28,12,XAUUSD,SELL,100.0,unknown,5092.85,5096.85,5077.85,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5092.47,0,0,unknown,True,False,
2026-02-11T13:14:37.578734,2026-02-11,13:14:37,13,XAUUSD,SELL,100.0,unknown,5089.47,5093.47,5074.47,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5089.610000000001,0,0,unknown,True,False,
2026-02-11T13:19:11.182064,2026-02-11,13:19:11,13,XAUUSD,SELL,100.0,unknown,5095.0,5099.0,5080.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5095.38,0,0,unknown,True,False,
2026-02-11T13:30:44.807514,2026-02-11,13:30:44,13,XAUUSD,BUY,100.0,unknown,5104.44,5100.44,5119.44,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5104.549999999999,0,0,unknown,True,False,
2026-02-11T13:53:35.436253,2026-02-11,13:53:35,13,XAUUSD,SELL,100.0,unknown,5114.73,5118.73,5099.73,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5114.805,0,0,unknown,True,False,
2026-02-11T14:08:34.377075,2026-02-11,14:08:34,14,XAUUSD,BUY,100.0,unknown,5102.01,5098.01,5117.01,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5101.889999999999,0,0,unknown,True,False,
2026-02-11T14:12:31.158837,2026-02-11,14:12:31,14,XAUUSD,SELL,100.0,unknown,5102.94,5106.94,5087.94,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5102.5599999999995,0,0,unknown,True,False,
2026-02-11T14:26:41.987162,2026-02-11,14:26:41,14,XAUUSD,SELL,100.0,unknown,5098.0,5102.0,5083.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5098.21,0,0,unknown,True,False,
2026-02-11T14:45:22.121881,2026-02-11,14:45:22,14,XAUUSD,SELL,100.0,unknown,5068.0,5072.0,5053.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5066.355,0,0,unknown,True,False,
2026-02-11T15:04:02.634422,2026-02-11,15:04:02,15,XAUUSD,SELL,100.0,unknown,5081.49,5085.49,5066.49,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5081.6900000000005,0,0,unknown,True,False,
2026-02-11T15:21:16.802011,2026-02-11,15:21:16,15,XAUUSD,SELL,100.0,unknown,5078.0,5082.0,5063.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5078.34,0,0,unknown,True,False,
2026-02-11T15:52:14.671420,2026-02-11,15:52:14,15,XAUUSD,SELL,100.0,unknown,5060.84,5064.84,5045.84,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5061.04,0,0,unknown,True,False,
2026-02-11T16:07:12.156685,2026-02-11,16:07:12,16,XAUUSD,SELL,100.0,unknown,5076.0,5080.0,5061.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5075.74,0,0,unknown,True,False,
2026-02-11T16:26:44.292847,2026-02-11,16:26:44,16,XAUUSD,SELL,100.0,unknown,5069.0,5073.0,5054.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5068.655000000001,0,0,unknown,True,False,
2026-02-11T16:46:47.364604,2026-02-11,16:46:47,16,XAUUSD,SELL,100.0,unknown,5044.0,5048.0,5029.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5043.959999999999,0,0,unknown,True,False,
2026-02-11T17:00:52.247426,2026-02-11,17:00:52,17,XAUUSD,SELL,100.0,unknown,5059.91,5063.91,5044.91,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5055.280000000001,0,0,unknown,True,False,
2026-02-11T17:02:24.031003,2026-02-11,17:02:24,17,XAUUSD,SELL,100.0,unknown,5056.0,5060.0,5041.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5055.95,0,0,unknown,True,False,
2026-02-11T17:16:10.301922,2026-02-11,17:16:10,17,XAUUSD,SELL,100.0,unknown,5070.0,5074.0,5055.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5069.875,0,0,unknown,True,False,
2026-02-11T17:18:58.669328,2026-02-11,17:18:58,17,XAUUSD,SELL,100.0,unknown,5066.0,5070.0,5051.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5066.37,0,0,unknown,True,False,
2026-02-11T17:37:25.653381,2026-02-11,17:37:25,17,XAUUSD,SELL,100.0,unknown,5045.0,5049.0,5030.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5044.97,0,0,unknown,True,False,
2026-02-11T17:52:40.023854,2026-02-11,17:52:40,17,XAUUSD,SELL,100.0,unknown,5055.54,5059.54,5040.54,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5054.83,0,0,unknown,True,False,
2026-02-11T18:07:43.743327,2026-02-11,18:07:43,18,XAUUSD,SELL,100.0,unknown,5056.19,5060.19,5041.19,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5056.33,0,0,unknown,True,False,
2026-02-11T18:25:12.939253,2026-02-11,18:25:12,18,XAUUSD,SELL,100.0,unknown,5057.93,5061.93,5042.93,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5057.66,0,0,unknown,True,False,
2026-02-11T18:40:14.016985,2026-02-11,18:40:14,18,XAUUSD,BUY,100.0,unknown,5076.09,5072.09,5091.09,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5076.08,0,0,unknown,True,False,
2026-02-11T19:18:35.835358,2026-02-11,19:18:35,19,XAUUSD,SELL,100.0,unknown,5087.0,5091.0,5072.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5086.695,0,0,unknown,True,False,
2026-02-11T19:34:51.450023,2026-02-11,19:34:51,19,XAUUSD,BUY,100.0,unknown,5083.4,5079.4,5098.4,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5083.245000000001,0,0,unknown,True,False,
2026-02-11T19:49:53.026078,2026-02-11,19:49:53,19,XAUUSD,BUY,100.0,unknown,5089.28,5085.28,5104.28,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5089.235000000001,0,0,unknown,True,False,
2026-02-11T19:54:42.147482,2026-02-11,19:54:42,19,XAUUSD,BUY,100.0,unknown,5090.7,5086.7,5105.7,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5090.745,0,0,unknown,True,False,
2026-02-11T20:07:01.390577,2026-02-11,20:07:01,20,XAUUSD,SELL,100.0,unknown,5085.0,5089.0,5070.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5083.9349999999995,0,0,unknown,True,False,
2026-02-11T20:27:58.628305,2026-02-11,20:27:58,20,XAUUSD,SELL,100.0,unknown,5071.15,5075.15,5056.15,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5071.15,0,0,unknown,True,False,
2026-02-11T20:42:57.020416,2026-02-11,20:42:57,20,XAUUSD,BUY,100.0,unknown,5083.02,5079.02,5098.02,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5083.395,0,0,unknown,True,False,
2026-02-11T21:06:25.877674,2026-02-11,21:06:25,21,XAUUSD,BUY,100.0,unknown,5084.88,5080.88,5099.88,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5084.965,0,0,unknown,True,False,
2026-02-11T21:29:59.671428,2026-02-11,21:29:59,21,XAUUSD,BUY,100.0,unknown,5091.67,5087.67,5106.67,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5091.58,0,0,unknown,True,False,
2026-02-11T21:44:58.438333,2026-02-11,21:44:58,21,XAUUSD,SELL,100.0,unknown,5084.69,5088.69,5069.69,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5084.719999999999,0,0,unknown,True,False,
2026-02-11T22:01:37.516404,2026-02-11,22:01:37,22,XAUUSD,SELL,100.0,unknown,5083.0,5087.0,5068.0,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5083.46,0,0,unknown,True,False,
2026-02-11T22:16:35.273067,2026-02-11,22:16:35,22,XAUUSD,BUY,100.0,unknown,5087.68,5083.68,5102.68,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5087.67,0,0,unknown,True,False,
2026-02-16T09:58:35.826595,2026-02-16,09:58:35,9,XAUUSD,BUY,100.0,unknown,5005.22,5000.72,5017.22,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5005.4,0,0,unknown,True,False,
2026-02-16T10:23:59.249105,2026-02-16,10:23:59,10,XAUUSD,BUY,100.0,unknown,5002.1,4997.6,5014.1,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5001.6,0,0,unknown,True,False,
2026-02-16T10:29:09.707859,2026-02-16,10:29:09,10,XAUUSD,BUY,100.0,unknown,5005.58,5001.08,5017.58,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5005.34,0,0,unknown,True,False,
2026-02-16T10:54:49.233342,2026-02-16,10:54:49,10,XAUUSD,BUY,100.0,unknown,5005.83,5001.33,5017.83,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5005.8150000000005,0,0,unknown,True,False,
2026-02-16T10:55:00.906941,2026-02-16,10:55:00,10,EURUSD,SELL,100.0,unknown,1.19,5.69,-10.81,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,1.186365,0,0,unknown,True,False,
2026-02-16T11:00:32.272728,2026-02-16,11:00:32,11,XAUUSD,BUY,100.0,unknown,5008.66,5004.16,5020.66,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5008.87,0,0,unknown,True,False,
2026-02-16T11:00:45.878576,2026-02-16,11:00:45,11,EURUSD,SELL,100.0,unknown,1.19,1.193,1.184,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1865,0,0,unknown,True,False,
2026-02-16T11:06:22.711132,2026-02-16,11:06:22,11,XAUUSD,BUY,100.0,unknown,5011.79,5007.29,5023.79,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5011.805,0,0,unknown,True,False,
2026-02-16T11:08:56.405211,2026-02-16,11:08:56,11,EURUSD,SELL,100.0,unknown,1.19,1.193,1.184,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1869100000000001,0,0,unknown,True,False,
2026-02-16T18:22:11.530212,2026-02-16,18:22:11,18,XAUUSD,SELL,100.0,unknown,4977.0,4982.18,4962.6,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4977.02,0,0,unknown,True,False,
2026-02-16T18:22:21.781911,2026-02-16,18:22:21,18,EURUSD,SELL,100.0,unknown,1.19,1.19345,1.1828,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1853850000000001,0,0,unknown,True,False,
2026-02-16T18:30:23.006861,2026-02-16,18:30:23,18,XAUUSD,SELL,100.0,unknown,4987.0,4992.18,4972.6,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4986.65,0,0,unknown,True,False,
2026-02-16T18:30:33.398572,2026-02-16,18:30:33,18,EURUSD,SELL,100.0,unknown,1.19,1.19345,1.1828,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1853449999999999,0,0,unknown,True,False,
2026-02-16T18:58:43.704961,2026-02-16,18:58:43,18,XAUUSD,SELL,100.0,unknown,4988.0,4993.18,4973.6,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4988.08,0,0,unknown,True,False,
2026-02-16T20:38:56.871797,2026-02-16,20:38:56,20,XAUUSD,BUY,100.0,unknown,4993.3,4988.12,5007.7,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4993.379999999999,0,0,unknown,True,False,
2026-02-16T20:39:09.527505,2026-02-16,20:39:09,20,EURUSD,SELL,100.0,unknown,1.18,1.18345,1.1728,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.184995,0,0,unknown,True,False,
2026-02-16T21:49:14.472580,2026-02-16,21:49:14,21,XAUUSD,SELL,100.0,unknown,4993.26,4998.44,4978.86,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4993.35,0,0,unknown,True,False,
2026-02-16T21:49:25.909396,2026-02-16,21:49:25,21,EURUSD,SELL,100.0,unknown,1.19,1.19345,1.1828,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.185265,0,0,unknown,True,False,
2026-02-16T21:53:02.351665,2026-02-16,21:53:02,21,XAUUSD,SELL,100.0,unknown,4993.26,4998.44,4978.86,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4993.35,0,0,unknown,True,False,
2026-02-16T21:53:13.866697,2026-02-16,21:53:13,21,EURUSD,BUY,100.0,unknown,1.19,1.18655,1.1972,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.185265,0,0,unknown,True,False,
2026-02-16T22:00:07.875841,2026-02-16,22:00:07,22,XAUUSD,SELL,100.0,unknown,4993.26,4998.44,4978.86,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4993.35,0,0,unknown,True,False,
2026-02-16T22:00:23.393569,2026-02-16,22:00:23,22,EURUSD,BUY,100.0,unknown,1.19,1.18655,1.1972,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1854,0,0,unknown,True,False,
2026-02-16T22:09:11.715401,2026-02-16,22:09:11,22,XAUUSD,SELL,100.0,unknown,4993.26,4998.44,4978.86,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4993.35,0,0,unknown,True,False,
2026-02-16T22:09:22.161629,2026-02-16,22:09:22,22,EURUSD,BUY,100.0,unknown,1.19,1.18655,1.1972,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1852749999999999,0,0,unknown,True,False,
2026-02-17T01:10:01.030399,2026-02-17,01:10:01,1,EURUSD,SELL,100.0,unknown,1.19,1.19255,1.1846,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.184855,0,0,unknown,True,False,
2026-02-17T01:11:23.645141,2026-02-17,01:11:23,1,XAUUSD,SELL,100.0,unknown,4992.54,4996.36,4981.74,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4992.78,0,0,unknown,True,False,
2026-02-17T09:41:03.593015,2026-02-17,09:41:03,9,XAUUSD,SELL,100.0,unknown,4920.29,4924.79,4908.29,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4920.3,0,0,unknown,True,False,
2026-02-17T09:41:15.884989,2026-02-17,09:41:15,9,EURUSD,SELL,100.0,unknown,1.18,1.182,1.176,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.1833,0,0,unknown,True,False,
2026-02-17T09:45:32.908391,2026-02-17,09:45:32,9,XAUUSD,BUY,100.0,unknown,4916.88,4912.38,4928.88,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4916.51,0,0,unknown,True,False,
2026-02-17T09:45:41.231638,2026-02-17,09:45:41,9,EURUSD,SELL,100.0,unknown,1.18,1.183,1.175,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.18322,0,0,unknown,True,False,
2026-02-17T10:06:51.919883,2026-02-17,10:06:51,10,XAUUSD,BUY,100.0,unknown,4924.25,4919.75,4936.25,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4924.825000000001,0,0,unknown,True,False,
2026-02-17T10:07:01.340868,2026-02-17,10:07:01,10,EURUSD,SELL,100.0,unknown,1.18,1.183,1.175,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.18335,0,0,unknown,True,False,
2026-02-17T10:10:38.798853,2026-02-17,10:10:38,10,XAUUSD,BUY,100.0,unknown,4923.01,4918.51,4935.01,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4923.83,0,0,unknown,True,False,
2026-02-17T10:10:55.474370,2026-02-17,10:10:55,10,EURUSD,SELL,100.0,unknown,1.18,1.183,1.175,0,"GPT V3: VERY_HIGH accuracy, NORMAL quality, lot 1.00x",unknown,1.183135,0,0,unknown,True,False,
2026-02-17T19:23:36.546208,2026-02-17,19:23:36,19,XAUUSD,SELL,100.0,unknown,4860.38,4865.56,4845.98,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4860.879999999999,0,0,unknown,True,False,
2026-02-17T21:52:50.065958,2026-02-17,21:52:50,21,XAUUSD,SELL,80.0,unknown,4882.72,4887.9,4868.32,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4882.855,0,0,unknown,True,False,
2026-02-19T09:45:54.361966,2026-02-19,09:45:54,9,XAUUSD,SELL,85.0,unknown,5016.57,5021.07,5004.57,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5014.4,0,0,unknown,True,False,
2026-02-19T09:57:33.903996,2026-02-19,09:57:33,9,XAUUSD,SELL,80.0,unknown,5014.38,5018.88,5002.38,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5010.365,0,0,unknown,True,False,
2026-02-19T10:25:14.594907,2026-02-19,10:25:14,10,XAUUSD,SELL,80.0,unknown,5013.95,5018.45,5001.95,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5014.195,0,0,unknown,True,False,
2026-02-19T16:14:28.794530,2026-02-19,16:14:28,16,XAUUSD,SELL,85.0,unknown,4978.0,4983.18,4963.6,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,4977.254999999999,0,0,unknown,True,False,
2026-02-19T17:44:45.371181,2026-02-19,17:44:45,17,XAUUSD,SELL,85.0,unknown,5015.9,5021.07,5001.5,0,"GPT V3: VERY_HIGH accuracy, GOOD quality, lot 1.50x",unknown,5015.675,0,0,unknown,True,False,
